,market,account_type,funnel,periods_for_acc_cal,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,seasonality_mode,input_mode,weekday_or_weekend,include_holiday,covid_year_exclude,covid_year_dummy,anomaly_2021,generic_cost_split,competitor_cost_split,new_confirmed,power,growth,MAPE,period_AE
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,logistic,75.53,75.13
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,logistic,75.53,75.14
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,na,na,na,na,na,na,na,na,na,linear,17.93,1.68
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,logistic,35.49,37.21
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,na,Default,na,na,na,na,na,na,na,linear,18.64,2.91
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,additive,na,na,na,na,na,na,na,na,linear,17.93,1.68
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,logistic,35.97,37.69
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,logistic,75.52,75.12
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,additive,Default,na,na,na,na,na,na,na,linear,18.64,2.91
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,logistic,75.52,75.13
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,logistic,75.43,75.09
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,na,na,na,na,na,na,na,na,na,linear,17.51,2.37
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,multiplicative,na,na,na,na,na,na,na,na,linear,17.69,3.2300000000000004
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,additive,multiplicative,Default,na,na,na,na,na,na,na,linear,18.62,2.53
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,logistic,75.43,75.09
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,logistic,73.11,72.81
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,na,Default,na,na,na,na,na,na,na,linear,18.17,3.6999999999999997
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,logistic,73.11,72.82
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,multiplicative,na,na,na,na,na,na,na,na,logistic,75.42,75.08
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,additive,na,na,na,na,na,na,na,na,linear,17.42,2.6100000000000003
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,multiplicative,Default,na,na,na,na,na,na,na,logistic,75.42,75.08
0,Italy,Mobile & Tablet,-,183,0.001,10.0,10.0,additive,multiplicative,additive,Default,na,na,na,na,na,na,na,linear,18.36,2.33
