,market,account_type,funnel,ds,region,X,y,key_0,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,Italy,Desktop,-,2022-01-01,Europe,2550.3399999999997,13.0,,1,January,0,38.5,1.9,125.86093506493503
1,Italy,Desktop,-,2022-01-02,Europe,5075.08,75.0,,1,January,0,38.5,1.9,250.4584935064935
2,Italy,Desktop,-,2022-01-03,Europe,24838.47,510.0,,0,January,0,38.5,1.9,1225.7946233766233
3,Italy,Desktop,-,2022-01-04,Europe,27116.490000000005,502.0,,0,January,0,38.5,1.9,1338.2163896103898
4,Italy,Desktop,-,2022-01-05,Europe,26578.51,420.0,,0,January,0,38.5,1.9,1311.666727272727
5,Italy,Desktop,-,2022-01-06,Europe,21128.280000000002,86.0,,0,January,0,38.5,1.9,1042.6943376623378
6,Italy,Desktop,-,2022-01-07,Europe,19769.22,288.0,,0,January,0,38.5,1.9,975.6238441558443
7,Italy,Desktop,-,2022-01-08,Europe,7081.9400000000005,62.0,,1,January,0,38.5,1.9,349.49833766233763
8,Italy,Desktop,-,2022-01-09,Europe,6591.4,96.0,,1,January,0,38.5,1.9,325.28987012987005
9,Italy,Desktop,-,2022-01-10,Europe,31985.11,808.0,,0,January,0,38.5,1.9,1578.4859480519478
10,Italy,Desktop,-,2022-01-11,Europe,28903.719999999998,773.0,,0,January,0,38.5,1.9,1426.4173506493505
11,Italy,Desktop,-,2022-01-12,Europe,26916.17,703.0,,0,January,0,38.5,1.9,1328.3304675324673
12,Italy,Desktop,-,2022-01-13,Europe,26047.88,625.0,,0,January,0,38.5,1.9,1285.4797922077923
13,Italy,Desktop,-,2022-01-14,Europe,21603.710000000003,565.0,,0,January,0,38.5,1.9,1066.157116883117
14,Italy,Desktop,-,2022-01-15,Europe,5634.43,53.0,,1,January,0,38.5,1.9,278.0627792207792
15,Italy,Desktop,-,2022-01-16,Europe,6115.54,75.0,,1,January,0,38.5,1.9,301.80587012987013
16,Italy,Desktop,-,2022-01-17,Europe,29995.65000000001,753.0,,0,January,0,38.5,1.9,1480.3048051948056
17,Italy,Desktop,-,2022-01-18,Europe,29447.879999999997,707.0,,0,January,0,38.5,1.9,1453.272
18,Italy,Desktop,-,2022-01-19,Europe,26848.339999999997,659.0,,0,January,0,38.5,1.9,1324.9830129870127
19,Italy,Desktop,-,2022-01-20,Europe,26455.699999999997,581.0,,0,January,0,38.5,1.9,1305.6059740259739
20,Italy,Desktop,-,2022-01-21,Europe,21670.379999999997,612.0,,0,January,0,38.5,1.9,1069.4473246753246
21,Italy,Desktop,-,2022-01-22,Europe,5898.9000000000015,65.0,,1,January,0,38.5,1.9,291.1145454545455
22,Italy,Desktop,-,2022-01-23,Europe,5347.659999999999,113.0,,1,January,0,38.5,1.9,263.9104935064935
23,Italy,Desktop,-,2022-01-24,Europe,25007.219999999998,817.0,,0,January,0,38.5,1.9,1234.1225454545454
24,Italy,Desktop,-,2022-01-25,Europe,23074.06,736.0,,0,January,0,38.5,1.9,1138.7198441558442
25,Italy,Desktop,-,2022-01-26,Europe,16915.699999999997,647.0,,0,January,0,38.5,1.9,834.8007792207791
26,Italy,Desktop,-,2022-01-27,Europe,16545.4,595.0,,0,January,0,38.5,1.9,816.5262337662339
27,Italy,Desktop,-,2022-01-28,Europe,14683.46,570.0,,0,January,0,38.5,1.9,724.6382857142856
28,Italy,Desktop,-,2022-01-29,Europe,3993.04,48.0,,1,January,0,38.5,1.9,197.05911688311687
29,Italy,Desktop,-,2022-01-30,Europe,3827.72,120.0,,1,January,0,38.5,1.9,188.90046753246753
30,Italy,Desktop,-,2022-01-31,Europe,26265.440000000002,927.0,,0,January,0,38.5,1.9,1296.2165194805195
31,Italy,Desktop,-,2022-02-01,Europe,29102.08,781.0,,0,February,0,38.5,1.9,1436.2065454545454
32,Italy,Desktop,-,2022-02-02,Europe,27547.93,693.0,,0,February,0,38.5,1.9,1359.5082337662336
33,Italy,Desktop,-,2022-02-03,Europe,23460.24,643.0,,0,February,0,38.5,1.9,1157.778077922078
34,Italy,Desktop,-,2022-02-04,Europe,15201.68,571.0,,0,February,0,38.5,1.9,750.2127792207792
35,Italy,Desktop,-,2022-02-05,Europe,1502.02,41.0,,1,February,0,38.5,1.9,74.12566233766233
36,Italy,Desktop,-,2022-02-06,Europe,1594.0199999999998,93.0,,1,February,0,38.5,1.9,78.66592207792206
37,Italy,Desktop,-,2022-02-07,Europe,8229.810000000001,670.0,,0,February,0,38.5,1.9,406.14646753246757
38,Italy,Desktop,-,2022-02-08,Europe,7356.230000000001,670.0,,0,February,0,38.5,1.9,363.0347272727273
39,Italy,Desktop,-,2022-02-09,Europe,8301.920000000002,669.0,,0,February,0,38.5,1.9,409.70514285714296
40,Italy,Desktop,-,2022-02-10,Europe,10074.800000000003,597.0,,0,February,0,38.5,1.9,497.1979220779222
41,Italy,Desktop,-,2022-02-11,Europe,9557.489999999998,531.0,,0,February,0,38.5,1.9,471.66833766233754
42,Italy,Desktop,-,2022-02-12,Europe,2321.0199999999995,40.0,,1,February,0,38.5,1.9,114.54384415584414
43,Italy,Desktop,-,2022-02-13,Europe,2447.319999999999,46.0,,1,February,0,38.5,1.9,120.77683116883111
44,Italy,Desktop,-,2022-02-14,Europe,12631.5,694.0,,0,February,0,38.5,1.9,623.3727272727273
45,Italy,Desktop,-,2022-02-15,Europe,12413.51,548.0,,0,February,0,38.5,1.9,612.6147792207792
46,Italy,Desktop,-,2022-02-16,Europe,11865.609999999999,610.0,,0,February,0,38.5,1.9,585.5755584415583
47,Italy,Desktop,-,2022-02-17,Europe,10947.79,522.0,,0,February,0,38.5,1.9,540.2805454545454
48,Italy,Desktop,-,2022-02-18,Europe,9392.16,564.0,,0,February,0,38.5,1.9,463.5091948051948
49,Italy,Desktop,-,2022-02-19,Europe,2556.64,61.0,,1,February,0,38.5,1.9,126.17184415584416
50,Italy,Desktop,-,2022-02-20,Europe,2688.4600000000005,38.0,,1,February,0,38.5,1.9,132.67724675324678
51,Italy,Desktop,-,2022-02-21,Europe,12635.779999999999,784.0,,0,February,0,38.5,1.9,623.5839480519479
52,Italy,Desktop,-,2022-02-22,Europe,12006.520000000002,578.0,,0,February,0,38.5,1.9,592.5295584415585
53,Italy,Desktop,-,2022-02-23,Europe,12246.36,509.0,,0,February,0,38.5,1.9,604.3658181818181
54,Italy,Desktop,-,2022-02-24,Europe,11599.699999999999,507.0,,0,February,0,38.5,1.9,572.4527272727272
55,Italy,Desktop,-,2022-02-25,Europe,8996.960000000003,487.0,,0,February,0,38.5,1.9,444.0058181818183
56,Italy,Desktop,-,2022-02-26,Europe,2451.6799999999994,44.0,,1,February,0,38.5,1.9,120.99199999999995
57,Italy,Desktop,-,2022-02-27,Europe,2350.8999999999996,23.0,,1,February,0,38.5,1.9,116.01844155844154
58,Italy,Desktop,-,2022-02-28,Europe,12730.35,595.0,,0,February,0,38.5,1.9,628.251038961039
59,Italy,Desktop,-,2022-03-01,Europe,11774.429999999997,490.0,,0,March,0,38.5,1.9,581.0757662337661
60,Italy,Desktop,-,2022-03-02,Europe,11801.799999999997,573.0,,0,March,0,38.5,1.9,582.4264935064933
61,Italy,Desktop,-,2022-03-03,Europe,13205.61,499.0,,0,March,0,38.5,1.9,651.7054285714286
62,Italy,Desktop,-,2022-03-04,Europe,12578.68,440.0,,0,March,0,38.5,1.9,620.766025974026
