,market,account_type,funnel,ds,region,X,y,weekday_or_weekend,Month of Ds,floor,revenue,cost,conversion,AOV,ROAS,cap
319,Spain,Desktop,-,2022-12-16,EMEA,602.45,216.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.184086452622128
320,Spain,Desktop,-,2022-12-17,EMEA,136.79,50.0,1,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.1770789042313565
321,Spain,Desktop,-,2022-12-18,EMEA,114.99000000000001,60.0,1,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.9894897521570561
322,Spain,Desktop,-,2022-12-19,EMEA,556.41,362.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.787911931452366
323,Spain,Desktop,-,2022-12-20,EMEA,419.99,311.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.6140168798020866
324,Spain,Desktop,-,2022-12-21,EMEA,321.47999999999996,278.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.766337642607621
325,Spain,Desktop,-,2022-12-22,EMEA,428.3800000000001,274.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.686212888329766
326,Spain,Desktop,-,2022-12-23,EMEA,326.09000000000003,170.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.806006724766453
327,Spain,Desktop,-,2022-12-24,EMEA,31.67,18.0,1,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.2725205709262889
328,Spain,Desktop,-,2022-12-25,EMEA,0.0,30.0,1,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,23.995578252674846
329,Spain,Desktop,-,2022-12-26,EMEA,0.0,38.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,23.995578252674846
330,Spain,Desktop,-,2022-12-27,EMEA,68.32999999999998,206.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5879801266622456
331,Spain,Desktop,-,2022-12-28,EMEA,246.75999999999996,187.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.123371521369468
332,Spain,Desktop,-,2022-12-29,EMEA,304.04,192.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.616266320948181
333,Spain,Desktop,-,2022-12-30,EMEA,203.8,122.0,0,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.7537004216854337
334,Spain,Desktop,-,2022-12-31,EMEA,17.130000000000003,12.0,1,December,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.147403769496916
335,Spain,Desktop,-,2023-01-01,EMEA,18.46,4.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.1588484287748435
336,Spain,Desktop,-,2023-01-02,EMEA,177.94000000000003,91.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.531174941289039
337,Spain,Desktop,-,2023-01-03,EMEA,269.01,165.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.314832926582917
338,Spain,Desktop,-,2023-01-04,EMEA,330.87,182.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.847138658111185
339,Spain,Desktop,-,2023-01-05,EMEA,280.66999999999996,184.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.41516730792174
340,Spain,Desktop,-,2023-01-06,EMEA,83.89999999999999,25.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7219600852767805
341,Spain,Desktop,-,2023-01-07,EMEA,69.02,31.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5939175814756067
342,Spain,Desktop,-,2023-01-08,EMEA,64.72,37.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5569160514792996
343,Spain,Desktop,-,2023-01-09,EMEA,516.4000000000001,217.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.443625602347193
344,Spain,Desktop,-,2023-01-10,EMEA,212.41,225.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.8277895317478063
345,Spain,Desktop,-,2023-01-11,EMEA,270.31,177.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.3260194356515678
346,Spain,Desktop,-,2023-01-12,EMEA,341.39,243.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.9376633314974985
347,Spain,Desktop,-,2023-01-13,EMEA,295.38000000000005,201.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.541746960537014
348,Spain,Desktop,-,2023-01-14,EMEA,52.62,21.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.4527954670710869
349,Spain,Desktop,-,2023-01-15,EMEA,71.03999999999999,18.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.611299695566895
350,Spain,Desktop,-,2023-01-16,EMEA,463.05999999999995,247.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.984634530253468
351,Spain,Desktop,-,2023-01-17,EMEA,577.8,259.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.971973030666553
352,Spain,Desktop,-,2023-01-18,EMEA,672.82,228.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.789620793515179
353,Spain,Desktop,-,2023-01-19,EMEA,663.3,194.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.70770112710475
354,Spain,Desktop,-,2023-01-20,EMEA,426.34,193.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.668658674098958
355,Spain,Desktop,-,2023-01-21,EMEA,69.51,25.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5981340348937905
356,Spain,Desktop,-,2023-01-22,EMEA,64.86,25.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5581207524559235
357,Spain,Desktop,-,2023-01-23,EMEA,672.75,264.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.789018443026867
358,Spain,Desktop,-,2023-01-24,EMEA,625.4,256.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.381571362718696
359,Spain,Desktop,-,2023-01-25,EMEA,756.9300000000001,285.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.513387930256896
360,Spain,Desktop,-,2023-01-26,EMEA,731.14,214.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.2914648003488125
361,Spain,Desktop,-,2023-01-27,EMEA,651.7399999999999,254.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.608227246463515
362,Spain,Desktop,-,2023-01-28,EMEA,119.08000000000001,37.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.0246842306884274
363,Spain,Desktop,-,2023-01-29,EMEA,106.77000000000001,26.0,1,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.9187565948152786
364,Spain,Desktop,-,2023-01-30,EMEA,743.8000000000001,316.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.400404188663521
365,Spain,Desktop,-,2023-01-31,EMEA,861.6700000000001,304.0,0,January,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.414676360911128
366,Spain,Desktop,-,2023-02-01,EMEA,848.89,344.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.304704371759311
367,Spain,Desktop,-,2023-02-02,EMEA,843.4000000000001,292.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.257462883461701
368,Spain,Desktop,-,2023-02-03,EMEA,793.4399999999998,324.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.8275567349464685
369,Spain,Desktop,-,2023-02-04,EMEA,155.11000000000004,23.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.3347226320295764
370,Spain,Desktop,-,2023-02-05,EMEA,157.04000000000002,31.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.351330295493035
371,Spain,Desktop,-,2023-02-06,EMEA,1268.3899999999999,376.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,10.914504798143215
372,Spain,Desktop,-,2023-02-07,EMEA,1317.4399999999998,314.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.336580390310388
373,Spain,Desktop,-,2023-02-08,EMEA,1293.3199999999997,341.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.129027622052034
374,Spain,Desktop,-,2023-02-09,EMEA,1348.8500000000001,303.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.60686365942295
375,Spain,Desktop,-,2023-02-10,EMEA,933.33,293.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.031311160803071
376,Spain,Desktop,-,2023-02-11,EMEA,246.25000000000003,13.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.1189829678117666
377,Spain,Desktop,-,2023-02-12,EMEA,183.48999999999998,36.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.578932730005202
378,Spain,Desktop,-,2023-02-13,EMEA,1830.1800000000003,374.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,15.748711667125846
379,Spain,Desktop,-,2023-02-14,EMEA,1841.8999999999999,357.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,15.84956234888322
380,Spain,Desktop,-,2023-02-15,EMEA,1675.4200000000003,317.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,14.41700078753783
381,Spain,Desktop,-,2023-02-16,EMEA,1943.6800000000003,347.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,16.725379958888833
382,Spain,Desktop,-,2023-02-17,EMEA,1514.9099999999999,299.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,13.03581111783847
383,Spain,Desktop,-,2023-02-18,EMEA,54.370000000000005,17.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.4678542292788863
384,Spain,Desktop,-,2023-02-19,EMEA,54.39999999999999,40.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.4681123794881628
385,Spain,Desktop,-,2023-02-20,EMEA,443.42,315.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.8156321932470805
386,Spain,Desktop,-,2023-02-21,EMEA,420.16,327.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.6154797309879876
387,Spain,Desktop,-,2023-02-22,EMEA,416.55000000000007,269.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.5844156558050417
388,Spain,Desktop,-,2023-02-23,EMEA,322.83,266.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.7779544020250664
389,Spain,Desktop,-,2023-02-24,EMEA,215.10999999999999,265.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.8510230505826968
390,Spain,Desktop,-,2023-02-25,EMEA,37.91,34.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.3262158144558135
391,Spain,Desktop,-,2023-02-26,EMEA,38.160000000000004,21.0,1,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.32836706619978484
392,Spain,Desktop,-,2023-02-27,EMEA,349.66,326.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.0088267391880703
393,Spain,Desktop,-,2023-02-28,EMEA,311.75000000000006,264.0,0,February,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.6826109247322574
394,Spain,Desktop,-,2023-03-01,EMEA,263.78999999999996,321.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2699147901687953
395,Spain,Desktop,-,2023-03-02,EMEA,284.95,305.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.4519967377785292
396,Spain,Desktop,-,2023-03-03,EMEA,292.94,248.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.5207507435158534
397,Spain,Desktop,-,2023-03-04,EMEA,83.72999999999998,65.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.7204972340908798
398,Spain,Desktop,-,2023-03-05,EMEA,93.77000000000001,54.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.806891504128769
399,Spain,Desktop,-,2023-03-06,EMEA,469.2800000000001,330.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.038157673643476
400,Spain,Desktop,-,2023-03-07,EMEA,401.5999999999999,291.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.455770801515554
401,Spain,Desktop,-,2023-03-08,EMEA,372.6200000000001,299.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.206397699354399
402,Spain,Desktop,-,2023-03-09,EMEA,798.51,309.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.871184120314208
403,Spain,Desktop,-,2023-03-10,EMEA,1077.15,217.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,9.268883264074903
404,Spain,Desktop,-,2023-03-11,EMEA,152.58000000000004,25.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.3129519643805865
405,Spain,Desktop,-,2023-03-12,EMEA,231.00000000000003,32.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.9877566114295153
406,Spain,Desktop,-,2023-03-13,EMEA,2788.5600000000004,468.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,23.995578252674846
407,Spain,Desktop,-,2023-03-14,EMEA,1131.2599999999998,589.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,9.734500191540056
408,Spain,Desktop,-,2023-03-15,EMEA,1285.3700000000001,485.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.06061781659375
409,Spain,Desktop,-,2023-03-16,EMEA,1278.5600000000002,448.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.00201771908797
410,Spain,Desktop,-,2023-03-17,EMEA,1196.96,381.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,10.299849149855724
411,Spain,Desktop,-,2023-03-18,EMEA,259.10999999999996,23.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2296433575216517
412,Spain,Desktop,-,2023-03-19,EMEA,212.99,27.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.8327804357938202
413,Spain,Desktop,-,2023-03-20,EMEA,1217.4800000000002,441.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,10.476423893000893
414,Spain,Desktop,-,2023-03-21,EMEA,1479.37,466.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,12.729989169915505
415,Spain,Desktop,-,2023-03-22,EMEA,1343.3999999999996,426.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.559966371404371
416,Spain,Desktop,-,2023-03-23,EMEA,1147.23,442.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,9.871922152944947
417,Spain,Desktop,-,2023-03-24,EMEA,921.79,442.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.932009380301354
418,Spain,Desktop,-,2023-03-25,EMEA,180.06,46.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.5494175560779155
419,Spain,Desktop,-,2023-03-26,EMEA,198.29,28.0,1,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.7062868332483052
420,Spain,Desktop,-,2023-03-27,EMEA,1316.2899999999997,579.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.32668463228812
421,Spain,Desktop,-,2023-03-28,EMEA,1329.3999999999999,479.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.439496273741979
422,Spain,Desktop,-,2023-03-29,EMEA,1235.4,505.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,10.630625618008757
423,Spain,Desktop,-,2023-03-30,EMEA,762.4900000000002,483.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.56123176904282
424,Spain,Desktop,-,2023-03-31,EMEA,632.7399999999999,396.0,0,March,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.4447321139216935
425,Spain,Desktop,-,2023-04-01,EMEA,144.89000000000001,37.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.246779460736028
426,Spain,Desktop,-,2023-04-02,EMEA,134.18,51.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.1546198360242959
427,Spain,Desktop,-,2023-04-03,EMEA,1087.7500000000002,454.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,9.360096338019288
428,Spain,Desktop,-,2023-04-04,EMEA,800.8400000000001,333.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.891233786568022
429,Spain,Desktop,-,2023-04-05,EMEA,724.49,362.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,6.234241503959175
430,Spain,Desktop,-,2023-04-06,EMEA,526.23,168.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.528212820920146
431,Spain,Desktop,-,2023-04-07,EMEA,219.87000000000003,33.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.8919828837879116
432,Spain,Desktop,-,2023-04-08,EMEA,141.5,10.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.2176084870877764
433,Spain,Desktop,-,2023-04-09,EMEA,187.01,48.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.6092223545603186
434,Spain,Desktop,-,2023-04-10,EMEA,879.32,253.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.5665547340355035
435,Spain,Desktop,-,2023-04-11,EMEA,1155.99,530.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,9.947302014053701
436,Spain,Desktop,-,2023-04-12,EMEA,1487.61,471.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,12.800894427396798
437,Spain,Desktop,-,2023-04-13,EMEA,1378.6399999999999,380.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.863206817234573
438,Spain,Desktop,-,2023-04-14,EMEA,1246.3899999999999,246.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,10.725194644673735
439,Spain,Desktop,-,2023-04-15,EMEA,270.16,14.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.3247286846051853
440,Spain,Desktop,-,2023-04-16,EMEA,211.86,68.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.8230567779110696
441,Spain,Desktop,-,2023-04-17,EMEA,1264.8,281.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,10.883612823099787
442,Spain,Desktop,-,2023-04-18,EMEA,1344.81,361.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.572099431240373
443,Spain,Desktop,-,2023-04-19,EMEA,1449.82,276.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,12.475711213778093
444,Spain,Desktop,-,2023-04-20,EMEA,607.71,279.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.229348789315285
445,Spain,Desktop,-,2023-04-21,EMEA,551.65,240.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.746952098247151
446,Spain,Desktop,-,2023-04-22,EMEA,112.71000000000001,22.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.9698703362520376
447,Spain,Desktop,-,2023-04-23,EMEA,182.96,26.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.574372076307983
448,Spain,Desktop,-,2023-04-24,EMEA,975.1599999999999,323.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.391258602604353
449,Spain,Desktop,-,2023-04-25,EMEA,932.34,295.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,8.022792203896945
450,Spain,Desktop,-,2023-04-26,EMEA,884.95,300.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,7.615000923309738
451,Spain,Desktop,-,2023-04-27,EMEA,1564.4099999999999,267.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,13.461758963144794
452,Spain,Desktop,-,2023-04-28,EMEA,2180.2100000000005,284.0,0,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,18.760722258894997
453,Spain,Desktop,-,2023-04-29,EMEA,265.81,39.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.287296904260084
454,Spain,Desktop,-,2023-04-30,EMEA,184.16,36.0,1,April,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.5846980846790455
455,Spain,Desktop,-,2023-05-01,EMEA,502.05000000000007,64.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,4.320143752243239
456,Spain,Desktop,-,2023-05-02,EMEA,1474.04,476.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,12.684124482734036
457,Spain,Desktop,-,2023-05-03,EMEA,1568.4999999999995,423.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,13.496953441676164
458,Spain,Desktop,-,2023-05-04,EMEA,1726.6300000000003,457.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,14.857663194772918
459,Spain,Desktop,-,2023-05-05,EMEA,1530.64,395.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,13.171167877569149
460,Spain,Desktop,-,2023-05-06,EMEA,314.12999999999994,30.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.7030908413348635
461,Spain,Desktop,-,2023-05-07,EMEA,260.96999999999997,32.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2456486704967986
462,Spain,Desktop,-,2023-05-08,EMEA,1321.9199999999998,566.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,11.375130821562356
463,Spain,Desktop,-,2023-05-09,EMEA,392.71,510.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.379272289499934
464,Spain,Desktop,-,2023-05-10,EMEA,401.81000000000006,403.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.4575778529804917
465,Spain,Desktop,-,2023-05-11,EMEA,340.89,371.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.9333608280095556
466,Spain,Desktop,-,2023-05-12,EMEA,262.84000000000003,354.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2617400335417046
467,Spain,Desktop,-,2023-05-13,EMEA,58.93999999999999,30.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.5071791111586822
468,Spain,Desktop,-,2023-05-14,EMEA,72.91,38.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.6273910586118006
469,Spain,Desktop,-,2023-05-15,EMEA,432.49999999999994,377.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.721665517070412
470,Spain,Desktop,-,2023-05-16,EMEA,414.79,346.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.569270843527483
471,Spain,Desktop,-,2023-05-17,EMEA,380.61999999999995,389.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.27523775516148
472,Spain,Desktop,-,2023-05-18,EMEA,424.02999999999986,276.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.6487811079846626
473,Spain,Desktop,-,2023-05-19,EMEA,582.4899999999999,291.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.012330513383454
474,Spain,Desktop,-,2023-05-20,EMEA,378.65999999999997,42.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.258371941488745
475,Spain,Desktop,-,2023-05-21,EMEA,353.05,45.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.037997712836322
476,Spain,Desktop,-,2023-05-22,EMEA,2093.76,406.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,18.016819405829708
477,Spain,Desktop,-,2023-05-23,EMEA,1827.4099999999999,450.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,15.72487579780264
478,Spain,Desktop,-,2023-05-24,EMEA,1751.1800000000003,311.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,15.068916116030904
479,Spain,Desktop,-,2023-05-25,EMEA,1579.1199999999997,340.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,13.588338615760067
480,Spain,Desktop,-,2023-05-26,EMEA,643.2299999999999,337.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,5.534998637098731
481,Spain,Desktop,-,2023-05-27,EMEA,18.78,25.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.1616020310071268
482,Spain,Desktop,-,2023-05-28,EMEA,16.53,18.0,1,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.1422407653113848
483,Spain,Desktop,-,2023-05-29,EMEA,120.88,413.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.0401732432450208
484,Spain,Desktop,-,2023-05-30,EMEA,146.45,323.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.2602032716184088
485,Spain,Desktop,-,2023-05-31,EMEA,378.4,314.0,0,May,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,3.256134639675015
486,Spain,Desktop,-,2023-06-01,EMEA,1519.3300000000002,351.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,13.073845248671885
487,Spain,Desktop,-,2023-06-02,EMEA,265.49,262.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,2.2845433020278008
488,Spain,Desktop,-,2023-06-03,EMEA,22.7,13.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.19533365835259736
489,Spain,Desktop,-,2023-06-04,EMEA,33.84,32.0,1,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,0.2911934360639602
490,Spain,Desktop,-,2023-06-05,EMEA,176.3,211.0,0,June,0,2266401.844,8355484.22,71899,31.5220217805533,0.271247217315671,1.5170627298485868
