,market,account_type,funnel,ds,region,X,y,key_0,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,France,Desktop,-,2022-01-01,Europe,2550.34,24.0,,1,January,0,35.88,2.17,154.24297101449275
1,France,Desktop,-,2022-01-02,Europe,5075.08,51.0,,1,January,0,35.88,2.17,306.93767001114827
2,France,Desktop,-,2022-01-03,Europe,24838.470000000005,774.0,,0,January,0,35.88,2.17,1502.2151588628763
3,France,Desktop,-,2022-01-04,Europe,26248.66,721.0,,0,January,0,35.88,2.17,1587.5025696767
4,France,Desktop,-,2022-01-05,Europe,26578.510000000002,718.0,,0,January,0,35.88,2.17,1607.4516917502788
5,France,Desktop,-,2022-01-06,Europe,21128.28,752.0,,0,January,0,35.88,2.17,1277.825183946488
6,France,Desktop,-,2022-01-07,Europe,18851.480000000003,628.0,,0,January,0,35.88,2.17,1140.1257413600893
7,France,Desktop,-,2022-01-08,Europe,7081.9400000000005,106.0,,1,January,0,35.88,2.17,428.3113099219621
8,France,Desktop,-,2022-01-09,Europe,6591.400000000001,76.0,,1,January,0,35.88,2.17,398.64375696767
9,France,Desktop,-,2022-01-10,Europe,31985.109999999993,877.0,,0,January,0,35.88,2.17,1934.4394843924185
10,France,Desktop,-,2022-01-11,Europe,28903.72,964.0,,0,January,0,35.88,2.17,1748.078940914158
11,France,Desktop,-,2022-01-12,Europe,26916.170000000002,840.0,,0,January,0,35.88,2.17,1627.873157748049
12,France,Desktop,-,2022-01-13,Europe,26047.88,821.0,,0,January,0,35.88,2.17,1575.359520624303
13,France,Desktop,-,2022-01-14,Europe,21603.71,720.0,,0,January,0,35.88,2.17,1306.5788935340022
14,France,Desktop,-,2022-01-15,Europe,5612.38,60.0,,1,January,0,35.88,2.17,339.43323857302113
15,France,Desktop,-,2022-01-16,Europe,6115.54,74.0,,1,January,0,35.88,2.17,369.86404124860644
16,France,Desktop,-,2022-01-17,Europe,28991.540000000008,918.0,,0,January,0,35.88,2.17,1753.3902396878486
17,France,Desktop,-,2022-01-18,Europe,29447.879999999997,847.0,,0,January,0,35.88,2.17,1780.9893979933106
18,France,Desktop,-,2022-01-19,Europe,26074.439999999995,808.0,,0,January,0,35.88,2.17,1576.9658528428088
19,France,Desktop,-,2022-01-20,Europe,25046.019999999997,881.0,,0,January,0,35.88,2.17,1514.76765328874
20,France,Desktop,-,2022-01-21,Europe,19567.8,735.0,,0,January,0,35.88,2.17,1183.4483277591971
21,France,Desktop,-,2022-01-22,Europe,5898.900000000001,66.0,,1,January,0,35.88,2.17,356.7617892976589
22,France,Desktop,-,2022-01-23,Europe,5347.66,75.0,,1,January,0,35.88,2.17,323.42313823857296
23,France,Desktop,-,2022-01-24,Europe,28293.219999999998,889.0,,0,January,0,35.88,2.17,1711.1562820512818
24,France,Desktop,-,2022-01-25,Europe,23074.059999999998,1054.0,,0,January,0,35.88,2.17,1395.5047435897434
25,France,Desktop,-,2022-01-26,Europe,16915.700000000004,924.0,,0,January,0,35.88,2.17,1023.0509754738018
26,France,Desktop,-,2022-01-27,Europe,16880.45,933.0,,0,January,0,35.88,2.17,1020.9190774804905
