,market,account_type,funnel,ds,region,X,y,key_0,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,France,Desktop,-,2022-01-01,Europe,265.59,24.0,,1,January,0,35.88,2.17,16.062717391304346
1,France,Desktop,-,2022-01-02,Europe,632.85,51.0,,1,January,0,35.88,2.17,38.274372909699
2,France,Desktop,-,2022-01-03,Europe,4318.11,774.0,,0,January,0,35.88,2.17,261.15659698996654
3,France,Desktop,-,2022-01-04,Europe,3116.829999999999,721.0,,0,January,0,35.88,2.17,188.5039325529542
4,France,Desktop,-,2022-01-05,Europe,3118.6600000000003,718.0,,0,January,0,35.88,2.17,188.61460981047938
5,France,Desktop,-,2022-01-06,Europe,3029.4199999999996,752.0,,0,January,0,35.88,2.17,183.21743032329985
6,France,Desktop,-,2022-01-07,Europe,2383.4399999999996,628.0,,0,January,0,35.88,2.17,144.1489632107023
7,France,Desktop,-,2022-01-08,Europe,1276.8700000000001,106.0,,1,January,0,35.88,2.17,77.22430044593088
8,France,Desktop,-,2022-01-09,Europe,962.2900000000001,76.0,,1,January,0,35.88,2.17,58.198698439241916
9,France,Desktop,-,2022-01-10,Europe,4356.0599999999995,877.0,,0,January,0,35.88,2.17,263.4517892976588
10,France,Desktop,-,2022-01-11,Europe,3962.13,964.0,,0,January,0,35.88,2.17,239.6271488294314
11,France,Desktop,-,2022-01-12,Europe,3870.18,840.0,,0,January,0,35.88,2.17,234.0660702341137
12,France,Desktop,-,2022-01-13,Europe,3860.07,821.0,,0,January,0,35.88,2.17,233.45462374581936
13,France,Desktop,-,2022-01-14,Europe,3652.2499999999995,720.0,,0,January,0,35.88,2.17,220.88579988851723
14,France,Desktop,-,2022-01-15,Europe,1023.9,60.0,,1,January,0,35.88,2.17,61.924832775919725
15,France,Desktop,-,2022-01-16,Europe,998.09,74.0,,1,January,0,35.88,2.17,60.363860089186176
16,France,Desktop,-,2022-01-17,Europe,5305.8200000000015,918.0,,0,January,0,35.88,2.17,320.89268115942036
17,France,Desktop,-,2022-01-18,Europe,5259.419999999999,847.0,,0,January,0,35.88,2.17,318.0864381270902
18,France,Desktop,-,2022-01-19,Europe,4697.92,808.0,,0,January,0,35.88,2.17,284.1272686733556
19,France,Desktop,-,2022-01-20,Europe,4431.209999999998,881.0,,0,January,0,35.88,2.17,267.9968143812708
20,France,Desktop,-,2022-01-21,Europe,3686.1,735.0,,0,January,0,35.88,2.17,222.9330267558528
21,France,Desktop,-,2022-01-22,Europe,1204.9000000000003,66.0,,1,January,0,35.88,2.17,72.87159977703458
22,France,Desktop,-,2022-01-23,Europe,871.13,75.0,,1,January,0,35.88,2.17,52.68539855072463
23,France,Desktop,-,2022-01-24,Europe,4481.279999999999,889.0,,0,January,0,35.88,2.17,271.02501672240794
24,France,Desktop,-,2022-01-25,Europe,4002.66,1054.0,,0,January,0,35.88,2.17,242.07837792642138
25,France,Desktop,-,2022-01-26,Europe,3874.0299999999997,924.0,,0,January,0,35.88,2.17,234.29891583054624
26,France,Desktop,-,2022-01-27,Europe,3587.1499999999996,933.0,,0,January,0,35.88,2.17,216.9485925306577
27,France,Desktop,-,2022-01-28,Europe,3186.72,896.0,,0,January,0,35.88,2.17,192.7308361204013
28,France,Desktop,-,2022-01-29,Europe,914.4399999999999,88.0,,1,January,0,35.88,2.17,55.30476031215161
29,France,Desktop,-,2022-01-30,Europe,732.2299999999999,63.0,,1,January,0,35.88,2.17,44.28481326644369
30,France,Desktop,-,2022-01-31,Europe,6249.620000000001,1016.0,,0,January,0,35.88,2.17,377.97311594202904
31,France,Desktop,-,2022-02-01,Europe,6587.68,1035.0,,0,February,0,35.88,2.17,398.418773690078
32,France,Desktop,-,2022-02-02,Europe,6842.94,1059.0,,0,February,0,35.88,2.17,413.8567391304347
33,France,Desktop,-,2022-02-03,Europe,5908.21,1015.0,,0,February,0,35.88,2.17,357.3248522853957
34,France,Desktop,-,2022-02-04,Europe,3027.46,717.0,,0,February,0,35.88,2.17,183.09889074693422
35,France,Desktop,-,2022-02-05,Europe,280.28,64.0,,1,February,0,35.88,2.17,16.95115942028985
36,France,Desktop,-,2022-02-06,Europe,320.40999999999997,56.0,,1,February,0,35.88,2.17,19.37819676700111
37,France,Desktop,-,2022-02-07,Europe,1503.27,509.0,,0,February,0,35.88,2.17,90.91683110367892
38,France,Desktop,-,2022-02-08,Europe,1331.03,876.0,,0,February,0,35.88,2.17,80.49986343366777
39,France,Desktop,-,2022-02-09,Europe,1492.5299999999997,789.0,,0,February,0,35.88,2.17,90.26728260869562
