,market,account_type,funnel,ds,region,X,y,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,India,Desktop,-,2022-01-01,Europe,46.15,49.0,1,January,0,103.0434172009,17.6660479749795,7.912083432324127
1,India,Desktop,-,2022-01-02,Europe,27.13,20.0,1,January,0,103.0434172009,17.6660479749795,4.651242113086751
2,India,Desktop,-,2022-01-03,Europe,216.81,199.0,0,January,0,103.0434172009,17.6660479749795,37.17050506960334
3,India,Desktop,-,2022-01-04,Europe,866.2399999999999,245.0,0,January,0,103.0434172009,17.6660479749795,148.51057751714956
4,India,Desktop,-,2022-01-05,Europe,693.3599999999999,202.0,0,January,0,103.0434172009,17.6660479749795,118.87155294986471
5,India,Desktop,-,2022-01-06,Europe,481.00000000000006,238.0,0,January,0,103.0434172009,17.6660479749795,82.46396816788528
6,India,Desktop,-,2022-01-07,Europe,522.21,202.0,0,January,0,103.0434172009,17.6660479749795,89.52912435956625
7,India,Desktop,-,2022-01-08,Europe,303.55999999999995,126.0,1,January,0,103.0434172009,17.6660479749795,52.04316460923753
8,India,Desktop,-,2022-01-09,Europe,149.85999999999999,26.0,1,January,0,103.0434172009,17.6660479749795,25.69241220299228
9,India,Desktop,-,2022-01-10,Europe,525.03,292.0,0,January,0,103.0434172009,17.6660479749795,90.01259294633016
10,India,Desktop,-,2022-01-11,Europe,546.2600000000001,316.0,0,January,0,103.0434172009,17.6660479749795,93.65232276796054
11,India,Desktop,-,2022-01-12,Europe,502.68000000000006,220.0,0,January,0,103.0434172009,17.6660479749795,86.18084723208436
12,India,Desktop,-,2022-01-13,Europe,498.62,167.0,0,January,0,103.0434172009,17.6660479749795,85.48478962135334
13,India,Desktop,-,2022-01-14,Europe,404.89,142.0,0,January,0,103.0434172009,17.6660479749795,69.41545960809785
14,India,Desktop,-,2022-01-15,Europe,232.9,120.0,1,January,0,103.0434172009,17.6660479749795,39.9290190983378
15,India,Desktop,-,2022-01-16,Europe,156.24000000000004,8.0,1,January,0,103.0434172009,17.6660479749795,26.7862170198553
16,India,Desktop,-,2022-01-17,Europe,566.47,162.0,0,January,0,103.0434172009,17.6660479749795,97.11718097310182
17,India,Desktop,-,2022-01-18,Europe,453.24,149.0,0,January,0,103.0434172009,17.6660479749795,77.70471711520233
18,India,Desktop,-,2022-01-19,Europe,593.33,152.0,0,January,0,103.0434172009,17.6660479749795,101.72213354064733
19,India,Desktop,-,2022-01-20,Europe,525.65,168.0,0,January,0,103.0434172009,17.6660479749795,90.11888745831371
20,India,Desktop,-,2022-01-21,Europe,502.5100000000001,162.0,0,January,0,103.0434172009,17.6660479749795,86.1517019626695
21,India,Desktop,-,2022-01-22,Europe,326.3,87.0,1,January,0,103.0434172009,17.6660479749795,55.94177300037623
22,India,Desktop,-,2022-01-23,Europe,78.66,18.0,1,January,0,103.0434172009,17.6660479749795,13.485687601010094
23,India,Desktop,-,2022-01-24,Europe,622.37,147.0,0,January,0,103.0434172009,17.6660479749795,106.70083132774795
24,India,Desktop,-,2022-01-25,Europe,570.8699999999999,178.0,0,January,0,103.0434172009,17.6660479749795,97.87152912266248
25,India,Desktop,-,2022-01-26,Europe,178.93,65.0,0,January,0,103.0434172009,17.6660479749795,30.676253272930797
26,India,Desktop,-,2022-01-27,Europe,649.72,204.0,0,January,0,103.0434172009,17.6660479749795,111.38979084831271
27,India,Desktop,-,2022-01-28,Europe,600.9,168.0,0,January,0,103.0434172009,17.6660479749795,103.01995524341426
28,India,Desktop,-,2022-01-29,Europe,326.2,95.0,1,January,0,103.0434172009,17.6660479749795,55.92462872424985
29,India,Desktop,-,2022-01-30,Europe,90.2,9.0,1,January,0,103.0434172009,17.6660479749795,15.464137065994287
30,India,Desktop,-,2022-01-31,Europe,739.15,164.0,0,January,0,103.0434172009,17.6660479749795,126.72191698813388
31,India,Desktop,-,2022-02-01,Europe,615.8899999999999,194.0,0,February,0,103.0434172009,17.6660479749795,105.58988223475852
32,India,Desktop,-,2022-02-02,Europe,705.5200000000001,204.0,0,February,0,103.0434172009,17.6660479749795,120.9562969268325
33,India,Desktop,-,2022-02-03,Europe,727.48,165.0,0,February,0,103.0434172009,17.6660479749795,124.72117996418541
34,India,Desktop,-,2022-02-04,Europe,698.14,183.0,0,February,0,103.0434172009,17.6660479749795,119.69104934870566
