,market,account_type,funnel,ds,region,X,y,key_0,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,Germany,Desktop,-,2022-01-01,Europe,2550.3399999999997,12.0,,1,January,0,24.87,3.26,334.3027100924809
1,Germany,Desktop,-,2022-01-02,Europe,2537.5400000000004,98.0,,1,January,0,24.87,3.26,332.6248652995577
2,Germany,Desktop,-,2022-01-03,Europe,24838.470000000005,1365.0,,0,January,0,24.87,3.26,3255.866996381182
3,Germany,Desktop,-,2022-01-04,Europe,27116.489999999998,1475.0,,0,January,0,24.87,3.26,3554.4735585042213
4,Germany,Desktop,-,2022-01-05,Europe,26578.510000000002,1508.0,,0,January,0,24.87,3.26,3483.9542661841574
5,Germany,Desktop,-,2022-01-06,Europe,21128.280000000002,1224.0,,0,January,0,24.87,3.26,2769.5292641737033
6,Germany,Desktop,-,2022-01-07,Europe,19769.22,1372.0,,0,January,0,24.87,3.26,2591.3814716525935
7,Germany,Desktop,-,2022-01-08,Europe,7081.9400000000005,119.0,,1,January,0,24.87,3.26,928.3121994370728
8,Germany,Desktop,-,2022-01-09,Europe,6591.400000000001,104.0,,1,January,0,24.87,3.26,864.01141938078
9,Germany,Desktop,-,2022-01-10,Europe,31985.10999999999,1885.0,,0,January,0,24.87,3.26,4192.6601769199815
10,Germany,Desktop,-,2022-01-11,Europe,28903.719999999994,1805.0,,0,January,0,24.87,3.26,3788.746570164856
11,Germany,Desktop,-,2022-01-12,Europe,26916.17,1752.0,,0,January,0,24.87,3.26,3528.2152874949734
12,Germany,Desktop,-,2022-01-13,Europe,26047.88,1774.0,,0,January,0,24.87,3.26,3414.398423803779
13,Germany,Desktop,-,2022-01-14,Europe,21603.71,1613.0,,0,January,0,24.87,3.26,2831.8494008845996
14,Germany,Desktop,-,2022-01-15,Europe,5612.380000000001,109.0,,1,January,0,24.87,3.26,735.6798874145558
15,Germany,Desktop,-,2022-01-16,Europe,6115.54,86.0,,1,January,0,24.87,3.26,801.634917571371
16,Germany,Desktop,-,2022-01-17,Europe,29995.650000000005,1886.0,,0,January,0,24.87,3.26,3931.8785283474067
17,Germany,Desktop,-,2022-01-18,Europe,29447.879999999997,1793.0,,0,January,0,24.87,3.26,3860.075946924004
18,Germany,Desktop,-,2022-01-19,Europe,26848.339999999997,1741.0,,0,January,0,24.87,3.26,3519.3240209087244
19,Germany,Desktop,-,2022-01-20,Europe,26455.699999999993,1710.0,,0,January,0,24.87,3.26,3467.8561318858046
20,Germany,Desktop,-,2022-01-21,Europe,21670.380000000005,1525.0,,0,January,0,24.87,3.26,2840.5886127864896
21,Germany,Desktop,-,2022-01-22,Europe,7841.219999999999,85.0,,1,January,0,24.87,3.26,1027.8398552472856
