,market,account_type,funnel,ds,region,X,y,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,UK,Desktop,-,2022-01-01,Europe,2809.5000000000005,58.0,1,January,0,23.28,1.98,238.95231958762886
1,UK,Desktop,-,2022-01-02,Europe,5463.949999999999,119.0,1,January,0,23.28,1.98,464.71739690721637
2,UK,Desktop,-,2022-01-03,Europe,25055.28,428.0,0,January,0,23.28,1.98,2130.99030927835
3,UK,Desktop,-,2022-01-04,Europe,27982.73,1521.0,0,January,0,23.28,1.98,2379.9744587628866
4,UK,Desktop,-,2022-01-05,Europe,27271.869999999995,1346.0,0,January,0,23.28,1.98,2319.514716494845
5,UK,Desktop,-,2022-01-06,Europe,21609.28,1343.0,0,January,0,23.28,1.98,1837.9026804123712
6,UK,Desktop,-,2022-01-07,Europe,20291.43,1023.0,0,January,0,23.28,1.98,1725.8174999999999
7,UK,Desktop,-,2022-01-08,Europe,7445.19,215.0,1,January,0,23.28,1.98,633.2249226804123
8,UK,Desktop,-,2022-01-09,Europe,6769.32,280.0,1,January,0,23.28,1.98,575.7411340206186
9,UK,Desktop,-,2022-01-10,Europe,32510.140000000007,1568.0,0,January,0,23.28,1.98,2765.0376804123716
10,UK,Desktop,-,2022-01-11,Europe,29449.980000000007,1280.0,0,January,0,23.28,1.98,2504.7663402061858
11,UK,Desktop,-,2022-01-12,Europe,27418.850000000002,1276.0,0,January,0,23.28,1.98,2332.0155927835053
12,UK,Desktop,-,2022-01-13,Europe,26546.5,1371.0,0,January,0,23.28,1.98,2257.8208762886597
13,UK,Desktop,-,2022-01-14,Europe,22008.6,1005.0,0,January,0,23.28,1.98,1871.8654639175256
14,UK,Desktop,-,2022-01-15,Europe,5845.280000000001,180.0,1,January,0,23.28,1.98,497.1501030927835
15,UK,Desktop,-,2022-01-16,Europe,6271.78,272.0,1,January,0,23.28,1.98,533.4245876288659
16,UK,Desktop,-,2022-01-17,Europe,30562.120000000003,1417.0,0,January,0,23.28,1.98,2599.355567010309
17,UK,Desktop,-,2022-01-18,Europe,29976.66,1373.0,0,January,0,23.28,1.98,2549.5612886597937
18,UK,Desktop,-,2022-01-19,Europe,26541.420000000006,1273.0,0,January,0,23.28,1.98,2257.3888144329903
19,UK,Desktop,-,2022-01-20,Europe,26981.349999999995,1310.0,0,January,0,23.28,1.98,2294.8055412371127
20,UK,Desktop,-,2022-01-21,Europe,22172.89,1091.0,0,January,0,23.28,1.98,1885.8385824742265
21,UK,Desktop,-,2022-01-22,Europe,6210.079999999999,165.0,1,January,0,23.28,1.98,528.1769072164947
22,UK,Desktop,-,2022-01-23,Europe,5491.36,296.0,1,January,0,23.28,1.98,467.0486597938144
23,UK,Desktop,-,2022-01-24,Europe,28915.590000000004,1513.0,0,January,0,23.28,1.98,2459.315644329897
24,UK,Desktop,-,2022-01-25,Europe,20248.360000000004,1318.0,0,January,0,23.28,1.98,1722.1543298969075
25,UK,Desktop,-,2022-01-26,Europe,18169.110000000004,1410.0,0,January,0,23.28,1.98,1545.310902061856
26,UK,Desktop,-,2022-01-27,Europe,17530.170000000006,1294.0,0,January,0,23.28,1.98,1490.9680670103096
27,UK,Desktop,-,2022-01-28,Europe,15284.360000000004,1106.0,0,January,0,23.28,1.98,1299.9584536082477
28,UK,Desktop,-,2022-01-29,Europe,4310.320000000001,196.0,1,January,0,23.28,1.98,366.59938144329897
29,UK,Desktop,-,2022-01-30,Europe,4062.67,281.0,1,January,0,23.28,1.98,345.5363659793814
30,UK,Desktop,-,2022-01-31,Europe,27004.589999999997,1649.0,0,January,0,23.28,1.98,2296.7821391752573
31,UK,Desktop,-,2022-02-01,Europe,29717.97,1481.0,0,February,0,23.28,1.98,2527.559304123711
32,UK,Desktop,-,2022-02-02,Europe,28253.450000000004,1466.0,0,February,0,23.28,1.98,2402.999613402062
33,UK,Desktop,-,2022-02-03,Europe,24187.720000000005,1456.0,0,February,0,23.28,1.98,2057.202989690722
34,UK,Desktop,-,2022-02-04,Europe,15899.820000000002,1125.0,0,February,0,23.28,1.98,1352.3042783505155
35,UK,Desktop,-,2022-02-05,Europe,1861.98,135.0,1,February,0,23.28,1.98,158.36427835051546
36,UK,Desktop,-,2022-02-06,Europe,1779.33,262.0,1,February,0,23.28,1.98,151.33476804123708
37,UK,Desktop,-,2022-02-07,Europe,9049.66,1205.0,0,February,0,23.28,1.98,769.6875773195875
38,UK,Desktop,-,2022-02-08,Europe,8255.77,1295.0,0,February,0,23.28,1.98,702.1660051546392
39,UK,Desktop,-,2022-02-09,Europe,9079.06,1267.0,0,February,0,23.28,1.98,772.188092783505
40,UK,Desktop,-,2022-02-10,Europe,11404.07,1424.0,0,February,0,23.28,1.98,969.9337886597938
41,UK,Desktop,-,2022-02-11,Europe,10203.73,1074.0,0,February,0,23.28,1.98,867.8430154639175
42,UK,Desktop,-,2022-02-12,Europe,2598.44,212.0,1,February,0,23.28,1.98,221.00134020618557
43,UK,Desktop,-,2022-02-13,Europe,2593.9300000000003,288.0,1,February,0,23.28,1.98,220.6177577319588
44,UK,Desktop,-,2022-02-14,Europe,13309.960000000003,1524.0,0,February,0,23.28,1.98,1132.0326804123713
45,UK,Desktop,-,2022-02-15,Europe,12809.68,1318.0,0,February,0,23.28,1.98,1089.483092783505
46,UK,Desktop,-,2022-02-16,Europe,12238.44,1317.0,0,February,0,23.28,1.98,1040.8982474226802
47,UK,Desktop,-,2022-02-17,Europe,11260.489999999998,1311.0,0,February,0,23.28,1.98,957.7220876288658
48,UK,Desktop,-,2022-02-18,Europe,9412.199999999999,952.0,0,February,0,23.28,1.98,800.5221649484536
49,UK,Desktop,-,2022-02-19,Europe,2791.46,165.0,1,February,0,23.28,1.98,237.41798969072164
50,UK,Desktop,-,2022-02-20,Europe,2829.2,324.0,1,February,0,23.28,1.98,240.62783505154638
51,UK,Desktop,-,2022-02-21,Europe,13081.429999999997,1436.0,0,February,0,23.28,1.98,1112.5958505154636
52,UK,Desktop,-,2022-02-22,Europe,12483.869999999997,1445.0,0,February,0,23.28,1.98,1061.772448453608
53,UK,Desktop,-,2022-02-23,Europe,12721.300000000001,1474.0,0,February,0,23.28,1.98,1081.966237113402
54,UK,Desktop,-,2022-02-24,Europe,11502.78,1325.0,0,February,0,23.28,1.98,978.3292268041238
55,UK,Desktop,-,2022-02-25,Europe,9569.43,1106.0,0,February,0,23.28,1.98,813.894819587629
56,UK,Desktop,-,2022-02-26,Europe,2781.04,137.0,1,February,0,23.28,1.98,236.5317525773196
57,UK,Desktop,-,2022-02-27,Europe,2432.48,291.0,1,February,0,23.28,1.98,206.8861855670103
58,UK,Desktop,-,2022-02-28,Europe,13254.529999999999,1428.0,0,February,0,23.28,1.98,1127.3182731958761
59,UK,Desktop,-,2022-03-01,Europe,12182.089999999998,1394.0,0,March,0,23.28,1.98,1036.105592783505
60,UK,Desktop,-,2022-03-02,Europe,12340.739999999998,1360.0,0,March,0,23.28,1.98,1049.5990206185566
61,UK,Desktop,-,2022-03-03,Europe,13850.93,1351.0,0,March,0,23.28,1.98,1178.0430154639175
62,UK,Desktop,-,2022-03-04,Europe,13456.44,1094.0,0,March,0,23.28,1.98,1144.491030927835
63,UK,Desktop,-,2022-03-05,Europe,2780.8200000000006,146.0,1,March,0,23.28,1.98,236.51304123711344
64,UK,Desktop,-,2022-03-06,Europe,2612.88,274.0,1,March,0,23.28,1.98,222.22948453608248
65,UK,Desktop,-,2022-03-07,Europe,16410.59,1454.0,0,March,0,23.28,1.98,1395.7460567010307
66,UK,Desktop,-,2022-03-08,Europe,16714.429999999997,1523.0,0,March,0,23.28,1.98,1421.5881185567007
67,UK,Desktop,-,2022-03-09,Europe,18282.93,1438.0,0,March,0,23.28,1.98,1554.9914690721648
68,UK,Desktop,-,2022-03-10,Europe,18949.57,1377.0,0,March,0,23.28,1.98,1611.6902319587628
69,UK,Desktop,-,2022-03-11,Europe,13520.890000000003,1190.0,0,March,0,23.28,1.98,1149.9726030927839
70,UK,Desktop,-,2022-03-12,Europe,2817.959999999999,147.0,1,March,0,23.28,1.98,239.671855670103
71,UK,Desktop,-,2022-03-13,Europe,2599.6,270.0,1,March,0,23.28,1.98,221.09999999999997
72,UK,Desktop,-,2022-03-14,Europe,21539.480000000003,1496.0,0,March,0,23.28,1.98,1831.9660824742268
73,UK,Desktop,-,2022-03-15,Europe,23977.76,1343.0,0,March,0,23.28,1.98,2039.345567010309
74,UK,Desktop,-,2022-03-16,Europe,20720.649999999994,1410.0,0,March,0,23.28,1.98,1762.3233247422675
75,UK,Desktop,-,2022-03-17,Europe,20321.510000000002,1493.0,0,March,0,23.28,1.98,1728.375850515464
76,UK,Desktop,-,2022-03-18,Europe,15995.17,980.0,0,March,0,23.28,1.98,1360.4139432989691
77,UK,Desktop,-,2022-03-19,Europe,4942.280000000001,123.0,1,March,0,23.28,1.98,420.34855670103093
78,UK,Desktop,-,2022-03-20,Europe,4544.299999999999,263.0,1,March,0,23.28,1.98,386.49974226804113
79,UK,Desktop,-,2022-03-21,Europe,24447.050000000003,1748.0,0,March,0,23.28,1.98,2079.259407216495
80,UK,Desktop,-,2022-03-22,Europe,21098.829999999998,1490.0,0,March,0,23.28,1.98,1794.4881185567008
81,UK,Desktop,-,2022-03-23,Europe,22656.339999999997,1464.0,0,March,0,23.28,1.98,1926.9567525773193
82,UK,Desktop,-,2022-03-24,Europe,23852.6,1355.0,0,March,0,23.28,1.98,2028.700515463917
83,UK,Desktop,-,2022-03-25,Europe,22275.1,1104.0,0,March,0,23.28,1.98,1894.5317010309277
84,UK,Desktop,-,2022-03-26,Europe,8347.939999999999,133.0,1,March,0,23.28,1.98,710.0052061855669
85,UK,Desktop,-,2022-03-27,Europe,6755.789999999999,249.0,1,March,0,23.28,1.98,574.590386597938
86,UK,Desktop,-,2022-03-28,Europe,30952.52,1591.0,0,March,0,23.28,1.98,2632.5596907216495
87,UK,Desktop,-,2022-03-29,Europe,20043.43,1438.0,0,March,0,23.28,1.98,1704.7247164948453
88,UK,Desktop,-,2022-03-30,Europe,18876.329999999998,1187.0,0,March,0,23.28,1.98,1605.4610567010309
89,UK,Desktop,-,2022-03-31,Europe,12516.65,1193.0,0,March,0,23.28,1.98,1064.56043814433
90,UK,Desktop,-,2022-04-01,Europe,16381.41,937.0,0,April,0,23.28,1.98,1393.2642525773194
91,UK,Desktop,-,2022-04-02,Europe,5840.77,155.0,1,April,0,23.28,1.98,496.76652061855674
92,UK,Desktop,-,2022-04-03,Europe,5411.660000000001,349.0,1,April,0,23.28,1.98,460.27005154639176
93,UK,Desktop,-,2022-04-04,Europe,23813.630000000005,1418.0,0,April,0,23.28,1.98,2025.386056701031
94,UK,Desktop,-,2022-04-05,Europe,24586.090000000004,1467.0,0,April,0,23.28,1.98,2091.084974226804
95,UK,Desktop,-,2022-04-06,Europe,23652.84,1303.0,0,April,0,23.28,1.98,2011.710618556701
96,UK,Desktop,-,2022-04-07,Europe,24322.130000000005,1014.0,0,April,0,23.28,1.98,2068.6347680412373
97,UK,Desktop,-,2022-04-08,Europe,19865.98,1060.0,0,April,0,23.28,1.98,1689.6323195876287
98,UK,Desktop,-,2022-04-09,Europe,5393.5,121.0,1,April,0,23.28,1.98,458.7255154639175
99,UK,Desktop,-,2022-04-10,Europe,4639.74,216.0,1,April,0,23.28,1.98,394.6170618556701
100,UK,Desktop,-,2022-04-11,Europe,24389.050000000003,1310.0,0,April,0,23.28,1.98,2074.326417525773
101,UK,Desktop,-,2022-04-12,Europe,22405.059999999998,1159.0,0,April,0,23.28,1.98,1905.5849999999998
102,UK,Desktop,-,2022-04-13,Europe,21042.28,1099.0,0,April,0,23.28,1.98,1789.6784536082473
103,UK,Desktop,-,2022-04-14,Europe,18975.180000000004,863.0,0,April,0,23.28,1.98,1613.8684020618557
104,UK,Desktop,-,2022-04-15,Europe,8546.480000000001,175.0,0,April,0,23.28,1.98,726.8913402061856
105,UK,Desktop,-,2022-04-16,Europe,3650.4,106.0,1,April,0,23.28,1.98,310.4721649484536
106,UK,Desktop,-,2022-04-17,Europe,2254.9199999999996,39.0,1,April,0,23.28,1.98,191.78443298969069
107,UK,Desktop,-,2022-04-18,Europe,7133.230000000001,388.0,0,April,0,23.28,1.98,606.6922422680414
108,UK,Desktop,-,2022-04-19,Europe,25828.72,1287.0,0,April,0,23.28,1.98,2196.7725773195875
109,UK,Desktop,-,2022-04-20,Europe,28845.239999999998,1161.0,0,April,0,23.28,1.98,2453.3322680412366
110,UK,Desktop,-,2022-04-21,Europe,27672.79,1101.0,0,April,0,23.28,1.98,2353.6135824742264
111,UK,Desktop,-,2022-04-22,Europe,23153.879999999997,782.0,0,April,0,23.28,1.98,1969.273298969072
112,UK,Desktop,-,2022-04-23,Europe,5821.740000000002,169.0,1,April,0,23.28,1.98,495.1479896907217
113,UK,Desktop,-,2022-04-24,Europe,5490.94,209.0,1,April,0,23.28,1.98,467.0129381443298
114,UK,Desktop,-,2022-04-25,Europe,27676.6,1166.0,0,April,0,23.28,1.98,2353.937628865979
115,UK,Desktop,-,2022-04-26,Europe,28901.44,1061.0,0,April,0,23.28,1.98,2458.1121649484535
116,UK,Desktop,-,2022-04-27,Europe,20187.070000000003,1028.0,0,April,0,23.28,1.98,1716.941520618557
117,UK,Desktop,-,2022-04-28,Europe,15874.320000000002,941.0,0,April,0,23.28,1.98,1350.1354639175258
118,UK,Desktop,-,2022-04-29,Europe,18164.87,662.0,0,April,0,23.28,1.98,1544.9502835051544
119,UK,Desktop,-,2022-04-30,Europe,5510.94,71.0,1,April,0,23.28,1.98,468.71396907216484
120,UK,Desktop,-,2022-05-01,Europe,5401.41,110.0,1,May,0,23.28,1.98,459.39827319587624
121,UK,Desktop,-,2022-05-02,Europe,22984.96,326.0,0,May,0,23.28,1.98,1954.906391752577
122,UK,Desktop,-,2022-05-03,Europe,26389.769999999997,1319.0,0,May,0,23.28,1.98,2244.4907474226798
123,UK,Desktop,-,2022-05-04,Europe,22267.100000000002,1341.0,0,May,0,23.28,1.98,1893.8512886597941
124,UK,Desktop,-,2022-05-05,Europe,21476.329999999998,1237.0,0,May,0,23.28,1.98,1826.5950773195875
125,UK,Desktop,-,2022-05-06,Europe,16776.33,824.0,0,May,0,23.28,1.98,1426.8528092783506
126,UK,Desktop,-,2022-05-07,Europe,3929.1599999999994,99.0,1,May,0,23.28,1.98,334.1811340206185
127,UK,Desktop,-,2022-05-08,Europe,3680.2000000000003,177.0,1,May,0,23.28,1.98,313.00670103092784
128,UK,Desktop,-,2022-05-09,Europe,24096.480000000003,1299.0,0,May,0,23.28,1.98,2049.442886597938
129,UK,Desktop,-,2022-05-10,Europe,22178.379999999997,1224.0,0,May,0,23.28,1.98,1886.3055154639171
130,UK,Desktop,-,2022-05-11,Europe,20918.87,1023.0,0,May,0,23.28,1.98,1779.1822422680411
131,UK,Desktop,-,2022-05-12,Europe,20557.04,1106.0,0,May,0,23.28,1.98,1748.4080412371134
132,UK,Desktop,-,2022-05-13,Europe,18493.989999999998,798.0,0,May,0,23.28,1.98,1572.942448453608
133,UK,Desktop,-,2022-05-14,Europe,5899.1,119.0,1,May,0,23.28,1.98,501.7275773195876
134,UK,Desktop,-,2022-05-15,Europe,5390.120000000001,172.0,1,May,0,23.28,1.98,458.43804123711345
135,UK,Desktop,-,2022-05-16,Europe,29279.100000000006,1240.0,0,May,0,23.28,1.98,2490.232731958763
136,UK,Desktop,-,2022-05-17,Europe,28245.409999999996,1118.0,0,May,0,23.28,1.98,2402.3157989690717
137,UK,Desktop,-,2022-05-18,Europe,29880.749999999996,1021.0,0,May,0,23.28,1.98,2541.4039948453606
138,UK,Desktop,-,2022-05-19,Europe,26790.53,891.0,0,May,0,23.28,1.98,2278.576005154639
139,UK,Desktop,-,2022-05-20,Europe,22657.190000000002,673.0,0,May,0,23.28,1.98,1927.0290463917527
140,UK,Desktop,-,2022-05-21,Europe,6019.4000000000015,76.0,1,May,0,23.28,1.98,511.95927835051555
141,UK,Desktop,-,2022-05-22,Europe,5320.28,113.0,1,May,0,23.28,1.98,452.49804123711334
142,UK,Desktop,-,2022-05-23,Europe,27220.280000000006,975.0,0,May,0,23.28,1.98,2315.1269072164955
143,UK,Desktop,-,2022-05-24,Europe,34577.29,1031.0,0,May,0,23.28,1.98,2940.851984536082
144,UK,Desktop,-,2022-05-25,Europe,22860.42,1067.0,0,May,0,23.28,1.98,1944.3140721649481
145,UK,Desktop,-,2022-05-26,Europe,13159.430000000002,1028.0,0,May,0,23.28,1.98,1119.2298711340206
146,UK,Desktop,-,2022-05-27,Europe,19306.34,716.0,0,May,0,23.28,1.98,1642.0340721649484
147,UK,Desktop,-,2022-05-28,Europe,5489.5,103.0,1,May,0,23.28,1.98,466.8904639175257
148,UK,Desktop,-,2022-05-29,Europe,5166.9000000000015,183.0,1,May,0,23.28,1.98,439.4528350515465
149,UK,Desktop,-,2022-05-30,Europe,28240.2,1193.0,0,May,0,23.28,1.98,2401.8726804123708
150,UK,Desktop,-,2022-05-31,Europe,20243.789999999997,1132.0,0,May,0,23.28,1.98,1721.7656443298965
151,UK,Desktop,-,2022-06-01,Europe,16528.84,833.0,0,June,0,23.28,1.98,1405.8034020618556
152,UK,Desktop,-,2022-06-02,Europe,16155.579999999998,180.0,0,June,0,23.28,1.98,1374.0570618556699
153,UK,Desktop,-,2022-06-03,Europe,15575.02,179.0,0,June,0,23.28,1.98,1324.6795360824742
154,UK,Desktop,-,2022-06-04,Europe,4716.299999999999,93.0,1,June,0,23.28,1.98,401.12860824742256
155,UK,Desktop,-,2022-06-05,Europe,3785.0399999999995,259.0,1,June,0,23.28,1.98,321.92350515463914
156,UK,Desktop,-,2022-06-06,Europe,19329.49,1352.0,0,June,0,23.28,1.98,1644.0030154639176
157,UK,Desktop,-,2022-06-07,Europe,37536.75000000001,1150.0,0,June,0,23.28,1.98,3192.558634020619
158,UK,Desktop,-,2022-06-08,Europe,36183.14,1013.0,0,June,0,23.28,1.98,3077.4320103092778
159,UK,Desktop,-,2022-06-09,Europe,36058.46000000001,995.0,0,June,0,23.28,1.98,3066.827783505155
160,UK,Desktop,-,2022-06-10,Europe,28817.34999999999,717.0,0,June,0,23.28,1.98,2450.9601804123704
161,UK,Desktop,-,2022-06-11,Europe,8096.400000000001,147.0,1,June,0,23.28,1.98,688.6113402061856
162,UK,Desktop,-,2022-06-12,Europe,7337.660000000001,172.0,1,June,0,23.28,1.98,624.0793298969072
163,UK,Desktop,-,2022-06-13,Europe,37433.66,1146.0,0,June,0,23.28,1.98,3183.790670103093
164,UK,Desktop,-,2022-06-14,Europe,32996.92,989.0,0,June,0,23.28,1.98,2806.4390721649484
165,UK,Desktop,-,2022-06-15,Europe,20170.559999999994,810.0,0,June,0,23.28,1.98,1715.5373195876282
166,UK,Desktop,-,2022-06-16,Europe,15178.560000000001,905.0,0,June,0,23.28,1.98,1290.96
167,UK,Desktop,-,2022-06-17,Europe,14450.22,598.0,0,June,0,23.28,1.98,1229.0135567010307
168,UK,Desktop,-,2022-06-18,Europe,3988.1399999999994,109.0,1,June,0,23.28,1.98,339.19747422680405
169,UK,Desktop,-,2022-06-19,Europe,3775.34,151.0,1,June,0,23.28,1.98,321.09850515463916
170,UK,Desktop,-,2022-06-20,Europe,23034.059999999998,1098.0,0,June,0,23.28,1.98,1959.082422680412
171,UK,Desktop,-,2022-06-21,Europe,22482.16,959.0,0,June,0,23.28,1.98,1912.142474226804
172,UK,Desktop,-,2022-06-22,Europe,25965.1,982.0,0,June,0,23.28,1.98,2208.3719072164945
173,UK,Desktop,-,2022-06-23,Europe,31774.660000000003,1009.0,0,June,0,23.28,1.98,2702.483969072165
174,UK,Desktop,-,2022-06-24,Europe,27816.479999999996,779.0,0,June,0,23.28,1.98,2365.8346391752575
175,UK,Desktop,-,2022-06-25,Europe,8969.56,158.0,1,June,0,23.28,1.98,762.8749484536081
176,UK,Desktop,-,2022-06-26,Europe,6054.66,179.0,1,June,0,23.28,1.98,514.9581958762886
