,market,account_type,funnel,ds,region,X,y,weekday_or_weekend,Month of Ds,floor,AOV,ROAS,cap
0,UK,Desktop,-,2022-01-01,Europe,2717.2,58.0,1,January,0,23.28,1.98,231.1020618556701
1,UK,Desktop,-,2022-01-02,Europe,5409.6900000000005,119.0,1,January,0,23.28,1.98,460.10249999999996
2,UK,Desktop,-,2022-01-03,Europe,24838.47,428.0,0,January,0,23.28,1.98,2112.5502835051548
3,UK,Desktop,-,2022-01-04,Europe,27116.489999999998,1521.0,0,January,0,23.28,1.98,2306.2994072164947
4,UK,Desktop,-,2022-01-05,Europe,26578.510000000002,1346.0,0,January,0,23.28,1.98,2260.5433762886596
5,UK,Desktop,-,2022-01-06,Europe,21128.279999999995,1343.0,0,January,0,23.28,1.98,1796.9928865979375
6,UK,Desktop,-,2022-01-07,Europe,19769.22,1023.0,0,January,0,23.28,1.98,1681.4027319587628
7,UK,Desktop,-,2022-01-08,Europe,7123.01,215.0,1,January,0,23.28,1.98,605.8230154639175
8,UK,Desktop,-,2022-01-09,Europe,6615.2699999999995,280.0,1,January,0,23.28,1.98,562.638943298969
9,UK,Desktop,-,2022-01-10,Europe,31985.109999999997,1568.0,0,January,0,23.28,1.98,2720.383067010309
10,UK,Desktop,-,2022-01-11,Europe,28903.719999999994,1280.0,0,January,0,23.28,1.98,2458.306082474226
11,UK,Desktop,-,2022-01-12,Europe,26916.169999999995,1276.0,0,January,0,23.28,1.98,2289.2618814432985
12,UK,Desktop,-,2022-01-13,Europe,26047.880000000005,1371.0,0,January,0,23.28,1.98,2215.4124742268045
13,UK,Desktop,-,2022-01-14,Europe,21603.71,1005.0,0,January,0,23.28,1.98,1837.4289432989688
14,UK,Desktop,-,2022-01-15,Europe,5612.38,180.0,1,January,0,23.28,1.98,477.3415979381443
15,UK,Desktop,-,2022-01-16,Europe,6115.54,272.0,1,January,0,23.28,1.98,520.1361340206186
16,UK,Desktop,-,2022-01-17,Europe,29995.65000000001,1417.0,0,January,0,23.28,1.98,2551.176417525774
17,UK,Desktop,-,2022-01-18,Europe,29447.879999999997,1373.0,0,January,0,23.28,1.98,2504.5877319587626
18,UK,Desktop,-,2022-01-19,Europe,26074.440000000002,1273.0,0,January,0,23.28,1.98,2217.6714432989693
19,UK,Desktop,-,2022-01-20,Europe,26455.7,1310.0,0,January,0,23.28,1.98,2250.0981958762886
20,UK,Desktop,-,2022-01-21,Europe,21670.380000000005,1091.0,0,January,0,23.28,1.98,1843.0993298969076
21,UK,Desktop,-,2022-01-22,Europe,5898.9000000000015,165.0,1,January,0,23.28,1.98,501.7105670103093
22,UK,Desktop,-,2022-01-23,Europe,5347.66,296.0,1,January,0,23.28,1.98,454.82675257731955
23,UK,Desktop,-,2022-01-24,Europe,28293.219999999998,1513.0,0,January,0,23.28,1.98,2406.382113402062
24,UK,Desktop,-,2022-01-25,Europe,19763.18,1318.0,0,January,0,23.28,1.98,1680.8890206185567
25,UK,Desktop,-,2022-01-26,Europe,17849.87,1410.0,0,January,0,23.28,1.98,1518.1590463917523
26,UK,Desktop,-,2022-01-27,Europe,16880.45,1294.0,0,January,0,23.28,1.98,1435.70837628866
27,UK,Desktop,-,2022-01-28,Europe,14683.46,1106.0,0,January,0,23.28,1.98,1248.850979381443
28,UK,Desktop,-,2022-01-29,Europe,3984.12,196.0,1,January,0,23.28,1.98,338.85556701030924
29,UK,Desktop,-,2022-01-30,Europe,3881.2599999999998,281.0,1,January,0,23.28,1.98,330.10716494845354
30,UK,Desktop,-,2022-01-31,Europe,26265.44,1649.0,0,January,0,23.28,1.98,2233.9162886597937
31,UK,Desktop,-,2022-02-01,Europe,29102.079999999998,1481.0,0,February,0,23.28,1.98,2475.1769072164943
32,UK,Desktop,-,2022-02-02,Europe,27547.93,1466.0,0,February,0,23.28,1.98,2342.9940463917524
33,UK,Desktop,-,2022-02-03,Europe,23460.239999999994,1456.0,0,February,0,23.28,1.98,1995.3296907216488
34,UK,Desktop,-,2022-02-04,Europe,15201.68,1125.0,0,February,0,23.28,1.98,1292.9263917525773
35,UK,Desktop,-,2022-02-05,Europe,1502.0199999999998,135.0,1,February,0,23.28,1.98,127.74912371134019
36,UK,Desktop,-,2022-02-06,Europe,1631.32,262.0,1,February,0,23.28,1.98,138.7462886597938
37,UK,Desktop,-,2022-02-07,Europe,8229.810000000001,1205.0,0,February,0,23.28,1.98,699.9580670103094
38,UK,Desktop,-,2022-02-08,Europe,7356.230000000001,1295.0,0,February,0,23.28,1.98,625.6587371134021
39,UK,Desktop,-,2022-02-09,Europe,8301.92,1267.0,0,February,0,23.28,1.98,706.0911340206185
40,UK,Desktop,-,2022-02-10,Europe,10592.130000000003,1424.0,0,February,0,23.28,1.98,900.8770360824744
41,UK,Desktop,-,2022-02-11,Europe,9557.490000000002,1074.0,0,February,0,23.28,1.98,812.8793041237114
42,UK,Desktop,-,2022-02-12,Europe,2321.02,212.0,1,February,0,23.28,1.98,197.40634020618555
43,UK,Desktop,-,2022-02-13,Europe,2447.3199999999993,288.0,1,February,0,23.28,1.98,208.14835051546385
44,UK,Desktop,-,2022-02-14,Europe,12631.5,1524.0,0,February,0,23.28,1.98,1074.3286082474226
45,UK,Desktop,-,2022-02-15,Europe,12413.51,1318.0,0,February,0,23.28,1.98,1055.7882216494845
46,UK,Desktop,-,2022-02-16,Europe,11865.61,1317.0,0,February,0,23.28,1.98,1009.1884793814432
47,UK,Desktop,-,2022-02-17,Europe,10947.789999999999,1311.0,0,February,0,23.28,1.98,931.1264690721648
48,UK,Desktop,-,2022-02-18,Europe,9119.4,952.0,0,February,0,23.28,1.98,775.6190721649484
49,UK,Desktop,-,2022-02-19,Europe,2556.64,165.0,1,February,0,23.28,1.98,217.44618556701028
50,UK,Desktop,-,2022-02-20,Europe,2719.0,324.0,1,February,0,23.28,1.98,231.25515463917523
51,UK,Desktop,-,2022-02-21,Europe,12635.78,1436.0,0,February,0,23.28,1.98,1074.6926288659795
52,UK,Desktop,-,2022-02-22,Europe,12006.52,1445.0,0,February,0,23.28,1.98,1021.173092783505
53,UK,Desktop,-,2022-02-23,Europe,12246.36,1474.0,0,February,0,23.28,1.98,1041.571855670103
54,UK,Desktop,-,2022-02-24,Europe,11200.26,1325.0,0,February,0,23.28,1.98,952.5994329896907
55,UK,Desktop,-,2022-02-25,Europe,9236.730000000001,1106.0,0,February,0,23.28,1.98,785.5981701030929
56,UK,Desktop,-,2022-02-26,Europe,2466.0299999999997,137.0,1,February,0,23.28,1.98,209.73966494845357
57,UK,Desktop,-,2022-02-27,Europe,2343.26,291.0,1,February,0,23.28,1.98,199.29788659793815
58,UK,Desktop,-,2022-02-28,Europe,12730.349999999999,1428.0,0,February,0,23.28,1.98,1082.7359536082472
59,UK,Desktop,-,2022-03-01,Europe,11774.429999999997,1394.0,0,March,0,23.28,1.98,1001.4334793814429
60,UK,Desktop,-,2022-03-02,Europe,11801.8,1360.0,0,March,0,23.28,1.98,1003.7613402061854
61,UK,Desktop,-,2022-03-03,Europe,13205.609999999999,1351.0,0,March,0,23.28,1.98,1123.1575515463917
62,UK,Desktop,-,2022-03-04,Europe,12578.68,1094.0,0,March,0,23.28,1.98,1069.8361855670103
63,UK,Desktop,-,2022-03-05,Europe,2321.2400000000002,146.0,1,March,0,23.28,1.98,197.42505154639178
64,UK,Desktop,-,2022-03-06,Europe,2341.02,274.0,1,March,0,23.28,1.98,199.1073711340206
65,UK,Desktop,-,2022-03-07,Europe,15647.529999999995,1454.0,0,March,0,23.28,1.98,1330.8466237113398
66,UK,Desktop,-,2022-03-08,Europe,16043.819999999998,1523.0,0,March,0,23.28,1.98,1364.5517010309275
67,UK,Desktop,-,2022-03-09,Europe,17320.57,1438.0,0,March,0,23.28,1.98,1473.141262886598
68,UK,Desktop,-,2022-03-10,Europe,18010.1,1377.0,0,March,0,23.28,1.98,1531.786855670103
69,UK,Desktop,-,2022-03-11,Europe,12775.39,1190.0,0,March,0,23.28,1.98,1086.566675257732
70,UK,Desktop,-,2022-03-12,Europe,2444.56,147.0,1,March,0,23.28,1.98,207.91360824742267
71,UK,Desktop,-,2022-03-13,Europe,2399.1,270.0,1,March,0,23.28,1.98,204.0471649484536
72,UK,Desktop,-,2022-03-14,Europe,20772.93,1496.0,0,March,0,23.28,1.98,1766.769819587629
73,UK,Desktop,-,2022-03-15,Europe,23254.379999999997,1343.0,0,March,0,23.28,1.98,1977.820979381443
74,UK,Desktop,-,2022-03-16,Europe,19968.979999999996,1410.0,0,March,0,23.28,1.98,1698.3926288659788
75,UK,Desktop,-,2022-03-17,Europe,19644.68,1493.0,0,March,0,23.28,1.98,1670.810412371134
76,UK,Desktop,-,2022-03-18,Europe,15648.769999999997,980.0,0,March,0,23.28,1.98,1330.9520876288657
77,UK,Desktop,-,2022-03-19,Europe,4548.62,123.0,1,March,0,23.28,1.98,386.86716494845354
78,UK,Desktop,-,2022-03-20,Europe,4323.36,263.0,1,March,0,23.28,1.98,367.70845360824734
79,UK,Desktop,-,2022-03-21,Europe,23612.38,1748.0,0,March,0,23.28,1.98,2008.2694329896906
80,UK,Desktop,-,2022-03-22,Europe,20297.57,1490.0,0,March,0,23.28,1.98,1726.3397164948453
81,UK,Desktop,-,2022-03-23,Europe,21581.629999999997,1464.0,0,March,0,23.28,1.98,1835.551005154639
82,UK,Desktop,-,2022-03-24,Europe,22874.920000000006,1355.0,0,March,0,23.28,1.98,1945.547319587629
83,UK,Desktop,-,2022-03-25,Europe,21293.230000000007,1104.0,0,March,0,23.28,1.98,1811.0221391752582
84,UK,Desktop,-,2022-03-26,Europe,7829.360000000001,133.0,1,March,0,23.28,1.98,665.8991752577319
85,UK,Desktop,-,2022-03-27,Europe,6611.01,249.0,1,March,0,23.28,1.98,562.2766237113402
86,UK,Desktop,-,2022-03-28,Europe,30101.569999999992,1591.0,0,March,0,23.28,1.98,2560.185077319587
87,UK,Desktop,-,2022-03-29,Europe,18959.96,1438.0,0,March,0,23.28,1.98,1612.573917525773
88,UK,Desktop,-,2022-03-30,Europe,18014.57,1187.0,0,March,0,23.28,1.98,1532.167036082474
